state_theta_1,state_theta_2,state_theta_3,state_theta_4,state_theta_5,state_theta_6,state_theta_7,input_u_1,input_u_2,input_u_3,input_u_4,input_u_5,input_u_6,input_u_7
0.8,0.8,4.0,0.0,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,0.8,4.0,0.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,3.2,4.0,0.0,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,3.2,4.0,0.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,0.8,0.0,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,0.0,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,0.0,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,0.0,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,0.8,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.0,0.0,-0.9,-0.9,0.0
3.2,0.8,0.8,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.0,0.0,-0.9,-0.9,0.0
0.8,3.2,0.8,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.0,0.0,-0.9,-0.9,0.0
3.2,3.2,0.8,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.0,0.0,-0.9,-0.9,0.0
0.8,0.8,1.6,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,1.6,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,1.6,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,1.6,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,2.4000000000000004,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,2.4000000000000004,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,2.4000000000000004,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,2.4000000000000004,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,3.2,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,3.2,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,3.2,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,3.2,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,4.0,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,4.0,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,4.0,0.8,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,4.0,0.8,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,0.0,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.0,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.0,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.0,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.8,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.8,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.8,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.8,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,0.8,1.6,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,1.6,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,1.6,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,1.6,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,2.4000000000000004,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,2.4000000000000004,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,2.4000000000000004,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,2.4000000000000004,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,3.2,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,3.2,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,3.2,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,3.2,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,4.0,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,4.0,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,4.0,1.6,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,4.0,1.6,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.8,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.8,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.8,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.8,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,0.8,1.6,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,1.6,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,1.6,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,1.6,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,3.2,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,3.2,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,3.2,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,3.2,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,4.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,4.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,4.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,4.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.0,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.0,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.0,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.0,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.8,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.8,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.8,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.8,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,0.8,1.6,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,1.6,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,1.6,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,1.6,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,2.4000000000000004,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,2.4000000000000004,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,2.4000000000000004,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,2.4000000000000004,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,3.2,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,3.2,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,3.2,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,3.2,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,4.0,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,4.0,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,4.0,3.2,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,4.0,3.2,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.0,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.0,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.0,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.0,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.8,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.8,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.8,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.8,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,0.8,1.6,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,1.6,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,1.6,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,1.6,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,2.4000000000000004,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,2.4000000000000004,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,2.4000000000000004,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,2.4000000000000004,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,3.2,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,3.2,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,3.2,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,3.2,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,4.0,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,4.0,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,4.0,4.0,2.4000000000000004,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,4.0,4.0,2.4000000000000004,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.0,0.0,3.2,2.4000000000000004,0.8,0.9,0.9,0.9,0.9,-0.9,-0.9,0.0
3.2,0.8,0.0,0.0,3.2,2.4000000000000004,0.8,-0.9,0.9,0.9,0.9,-0.9,-0.9,0.0
0.8,3.2,0.0,0.0,3.2,2.4000000000000004,0.8,0.9,-0.9,0.9,0.9,-0.9,-0.9,0.0
3.2,3.2,0.0,0.0,3.2,2.4000000000000004,0.8,-0.9,-0.9,0.9,0.9,-0.9,-0.9,0.0
0.8,0.8,0.8,0.0,3.2,2.4000000000000004,0.8,0.9,0.9,0.0,0.9,-0.9,-0.9,0.0
3.2,0.8,0.8,0.0,3.2,2.4000000000000004,0.8,-0.9,0.9,0.0,0.9,-0.9,-0.9,0.0
0.8,3.2,0.8,0.0,3.2,2.4000000000000004,0.8,0.9,-0.9,0.0,0.9,-0.9,-0.9,0.0
3.2,3.2,0.8,0.0,3.2,2.4000000000000004,0.8,-0.9,-0.9,0.0,0.9,-0.9,-0.9,0.0
0.8,0.8,1.6,0.0,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,0.8,1.6,0.0,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,3.2,1.6,0.0,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,3.2,1.6,0.0,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,0.8,2.4000000000000004,0.0,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,0.8,2.4000000000000004,0.0,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,3.2,2.4000000000000004,0.0,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,3.2,2.4000000000000004,0.0,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,0.8,3.2,0.0,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,0.8,3.2,0.0,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,3.2,3.2,0.0,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,3.2,3.2,0.0,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,0.8,4.0,0.0,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,0.8,4.0,0.0,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,3.2,4.0,0.0,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
3.2,3.2,4.0,0.0,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.9,-0.9,-0.9,0.0
0.8,0.8,0.0,0.8,3.2,2.4000000000000004,0.8,0.9,0.9,0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,0.0,0.8,3.2,2.4000000000000004,0.8,-0.9,0.9,0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,0.0,0.8,3.2,2.4000000000000004,0.8,0.9,-0.9,0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,0.0,0.8,3.2,2.4000000000000004,0.8,-0.9,-0.9,0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,0.8,0.8,3.2,2.4000000000000004,0.8,0.9,0.9,0.0,0.0,-0.9,-0.9,0.0
3.2,0.8,0.8,0.8,3.2,2.4000000000000004,0.8,-0.9,0.9,0.0,0.0,-0.9,-0.9,0.0
0.8,3.2,0.8,0.8,3.2,2.4000000000000004,0.8,0.9,-0.9,0.0,0.0,-0.9,-0.9,0.0
3.2,3.2,0.8,0.8,3.2,2.4000000000000004,0.8,-0.9,-0.9,0.0,0.0,-0.9,-0.9,0.0
0.8,0.8,1.6,0.8,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,1.6,0.8,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,1.6,0.8,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,1.6,0.8,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,2.4000000000000004,0.8,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,2.4000000000000004,0.8,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,2.4000000000000004,0.8,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,2.4000000000000004,0.8,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,3.2,0.8,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,3.2,0.8,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,3.2,0.8,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,3.2,0.8,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,4.0,0.8,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,0.8,4.0,0.8,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,3.2,4.0,0.8,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
3.2,3.2,4.0,0.8,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,0.0,-0.9,-0.9,0.0
0.8,0.8,0.0,1.6,3.2,2.4000000000000004,0.8,0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.0,1.6,3.2,2.4000000000000004,0.8,-0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.0,1.6,3.2,2.4000000000000004,0.8,0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.0,1.6,3.2,2.4000000000000004,0.8,-0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.8,1.6,3.2,2.4000000000000004,0.8,0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.8,1.6,3.2,2.4000000000000004,0.8,-0.9,0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.8,1.6,3.2,2.4000000000000004,0.8,0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
3.2,3.2,0.8,1.6,3.2,2.4000000000000004,0.8,-0.9,-0.9,0.0,-0.9,-0.9,-0.9,0.0
0.8,0.8,1.6,1.6,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,1.6,1.6,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,1.6,1.6,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,1.6,1.6,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,2.4000000000000004,1.6,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,2.4000000000000004,1.6,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,2.4000000000000004,1.6,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,2.4000000000000004,1.6,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,3.2,1.6,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,3.2,1.6,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,3.2,1.6,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,3.2,1.6,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,4.0,1.6,3.2,2.4000000000000004,0.8,0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,4.0,1.6,3.2,2.4000000000000004,0.8,-0.9,0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,4.0,1.6,3.2,2.4000000000000004,0.8,0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
3.2,3.2,4.0,1.6,3.2,2.4000000000000004,0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.0
0.8,0.8,0.0,2.4000000000000004,3.2,2.4000000000000004,0.8,0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
3.2,0.8,0.0,2.4000000000000004,3.2,2.4000000000000004,0.8,-0.9,0.9,0.9,-0.9,-0.9,-0.9,0.0
0.8,3.2,0.0,2.4000000000000004,3.2,2.4000000000000004,0.8,0.9,-0.9,0.9,-0.9,-0.9,-0.9,0.0
